,day,idx,omit,reward_zone_end,reward_zone_start,swap_type,swap_zone_end,swap_zone_start,trial,trial_type,animal,hdb_labels,HMM_label
65,5,GCAMP12_5_65,True,130,80,swap_proximal,370.0,320.0,65,post_swap,GCAMP12,86,10
66,5,GCAMP12_5_66,False,130,80,swap_proximal,370.0,320.0,66,post_swap,GCAMP12,48,8
67,5,GCAMP12_5_67,False,130,80,swap_proximal,370.0,320.0,67,post_swap,GCAMP12,47,1
68,5,GCAMP12_5_68,False,130,80,swap_proximal,370.0,320.0,68,post_swap,GCAMP12,48,8
69,5,GCAMP12_5_69,True,130,80,swap_proximal,370.0,320.0,69,post_swap,GCAMP12,83,9
70,5,GCAMP12_5_70,False,130,80,swap_proximal,370.0,320.0,70,post_swap,GCAMP12,48,8
71,5,GCAMP12_5_71,True,130,80,swap_proximal,370.0,320.0,71,post_swap,GCAMP12,67,10
72,5,GCAMP12_5_72,False,130,80,swap_proximal,370.0,320.0,72,post_swap,GCAMP12,48,8
73,5,GCAMP12_5_73,False,130,80,swap_proximal,370.0,320.0,73,post_swap,GCAMP12,72,7
74,5,GCAMP12_5_74,False,130,80,swap_proximal,370.0,320.0,74,post_swap,GCAMP12,72,7
75,5,GCAMP12_5_75,False,130,80,swap_proximal,370.0,320.0,75,post_swap,GCAMP12,72,7
76,5,GCAMP12_5_76,False,130,80,swap_proximal,370.0,320.0,76,post_swap,GCAMP12,72,8
77,5,GCAMP12_5_77,False,130,80,swap_proximal,370.0,320.0,77,post_swap,GCAMP12,72,7
78,5,GCAMP12_5_78,False,130,80,swap_proximal,370.0,320.0,78,post_swap,GCAMP12,71,7
79,5,GCAMP12_5_79,False,130,80,swap_proximal,370.0,320.0,79,post_swap,GCAMP12,77,3
0,7,GCAMP12_7_0,False,130,80,swap_distal,250.0,200.0,0,pre_swap,GCAMP12,72,7
1,7,GCAMP12_7_1,False,130,80,swap_distal,250.0,200.0,1,pre_swap,GCAMP12,77,3
2,7,GCAMP12_7_2,False,130,80,swap_distal,250.0,200.0,2,pre_swap,GCAMP12,8,3
3,7,GCAMP12_7_3,True,130,80,swap_distal,250.0,200.0,3,pre_swap,GCAMP12,31,5
4,7,GCAMP12_7_4,False,130,80,swap_distal,250.0,200.0,4,pre_swap,GCAMP12,77,3
5,7,GCAMP12_7_5,False,130,80,swap_distal,250.0,200.0,5,pre_swap,GCAMP12,70,3
6,7,GCAMP12_7_6,False,130,80,swap_distal,250.0,200.0,6,pre_swap,GCAMP12,16,3
7,7,GCAMP12_7_7,False,130,80,swap_distal,250.0,200.0,7,pre_swap,GCAMP12,77,3
8,7,GCAMP12_7_8,False,130,80,swap_distal,250.0,200.0,8,pre_swap,GCAMP12,68,3
9,7,GCAMP12_7_9,False,130,80,swap_distal,250.0,200.0,9,pre_swap,GCAMP12,77,3
10,7,GCAMP12_7_10,False,130,80,swap_distal,250.0,200.0,10,pre_swap,GCAMP12,46,3
11,7,GCAMP12_7_11,False,130,80,swap_distal,250.0,200.0,11,pre_swap,GCAMP12,27,3
12,7,GCAMP12_7_12,True,130,80,swap_distal,250.0,200.0,12,pre_swap,GCAMP12,31,5
13,7,GCAMP12_7_13,False,130,80,swap_distal,250.0,200.0,13,pre_swap,GCAMP12,77,3
14,7,GCAMP12_7_14,True,130,80,swap_distal,250.0,200.0,14,pre_swap,GCAMP12,26,5
15,7,GCAMP12_7_15,False,130,80,swap_distal,250.0,200.0,15,pre_swap,GCAMP12,70,3
16,7,GCAMP12_7_16,False,130,80,swap_distal,250.0,200.0,16,pre_swap,GCAMP12,70,3
17,7,GCAMP12_7_17,False,130,80,swap_distal,250.0,200.0,17,pre_swap,GCAMP12,77,3
18,7,GCAMP12_7_18,False,130,80,swap_distal,250.0,200.0,18,pre_swap,GCAMP12,27,3
19,7,GCAMP12_7_19,False,130,80,swap_distal,250.0,200.0,19,pre_swap,GCAMP12,70,3
20,7,GCAMP12_7_20,False,130,80,swap_distal,250.0,200.0,20,pre_swap,GCAMP12,69,3
21,7,GCAMP12_7_21,False,130,80,swap_distal,250.0,200.0,21,pre_swap,GCAMP12,27,3
22,7,GCAMP12_7_22,False,130,80,swap_distal,250.0,200.0,22,pre_swap,GCAMP12,27,3
23,7,GCAMP12_7_23,False,130,80,swap_distal,250.0,200.0,23,pre_swap,GCAMP12,35,3
24,7,GCAMP12_7_24,False,130,80,swap_distal,250.0,200.0,24,pre_swap,GCAMP12,77,3
25,7,GCAMP12_7_25,False,130,80,swap_distal,250.0,200.0,25,pre_swap,GCAMP12,77,3
26,7,GCAMP12_7_26,False,130,80,swap_distal,250.0,200.0,26,pre_swap,GCAMP12,59,3
27,7,GCAMP12_7_27,False,130,80,swap_distal,250.0,200.0,27,pre_swap,GCAMP12,77,3
28,7,GCAMP12_7_28,True,130,80,swap_distal,250.0,200.0,28,pre_swap,GCAMP12,77,5
29,7,GCAMP12_7_29,True,130,80,swap_distal,250.0,200.0,29,pre_swap,GCAMP12,31,5
30,7,GCAMP12_7_30,True,250,200,swap_distal,130.0,80.0,30,post_swap,GCAMP12,31,5
31,7,GCAMP12_7_31,False,250,200,swap_distal,130.0,80.0,31,post_swap,GCAMP12,65,1
32,7,GCAMP12_7_32,False,250,200,swap_distal,130.0,80.0,32,post_swap,GCAMP12,82,1
33,7,GCAMP12_7_33,False,250,200,swap_distal,130.0,80.0,33,post_swap,GCAMP12,83,9
34,7,GCAMP12_7_34,False,250,200,swap_distal,130.0,80.0,34,post_swap,GCAMP12,82,1
35,7,GCAMP12_7_35,False,250,200,swap_distal,130.0,80.0,35,post_swap,GCAMP12,4,5
36,7,GCAMP12_7_36,False,250,200,swap_distal,130.0,80.0,36,post_swap,GCAMP12,17,5
37,7,GCAMP12_7_37,False,250,200,swap_distal,130.0,80.0,37,post_swap,GCAMP12,52,5
38,7,GCAMP12_7_38,False,250,200,swap_distal,130.0,80.0,38,post_swap,GCAMP12,4,4
39,7,GCAMP12_7_39,False,250,200,swap_distal,130.0,80.0,39,post_swap,GCAMP12,17,5
40,7,GCAMP12_7_40,True,250,200,swap_distal,130.0,80.0,40,post_swap,GCAMP12,78,6
41,7,GCAMP12_7_41,False,250,200,swap_distal,130.0,80.0,41,post_swap,GCAMP12,17,5
42,7,GCAMP12_7_42,False,250,200,swap_distal,130.0,80.0,42,post_swap,GCAMP12,6,4
43,7,GCAMP12_7_43,False,250,200,swap_distal,130.0,80.0,43,post_swap,GCAMP12,4,5
44,7,GCAMP12_7_44,False,250,200,swap_distal,130.0,80.0,44,post_swap,GCAMP12,4,4
45,7,GCAMP12_7_45,False,250,200,swap_distal,130.0,80.0,45,post_swap,GCAMP12,52,5
46,7,GCAMP12_7_46,False,250,200,swap_distal,130.0,80.0,46,post_swap,GCAMP12,52,5
47,7,GCAMP12_7_47,False,250,200,swap_distal,130.0,80.0,47,post_swap,GCAMP12,51,5
48,7,GCAMP12_7_48,False,250,200,swap_distal,130.0,80.0,48,post_swap,GCAMP12,51,5
49,7,GCAMP12_7_49,False,250,200,swap_distal,130.0,80.0,49,post_swap,GCAMP12,52,5
50,7,GCAMP12_7_50,True,250,200,swap_distal,130.0,80.0,50,post_swap,GCAMP12,79,6
51,7,GCAMP12_7_51,False,250,200,swap_distal,130.0,80.0,51,post_swap,GCAMP12,83,9
52,7,GCAMP12_7_52,False,250,200,swap_distal,130.0,80.0,52,post_swap,GCAMP12,82,5
53,7,GCAMP12_7_53,False,250,200,swap_distal,130.0,80.0,53,post_swap,GCAMP12,4,4
54,7,GCAMP12_7_54,False,250,200,swap_distal,130.0,80.0,54,post_swap,GCAMP12,17,5
55,7,GCAMP12_7_55,False,250,200,swap_distal,130.0,80.0,55,post_swap,GCAMP12,17,5
56,7,GCAMP12_7_56,False,250,200,swap_distal,130.0,80.0,56,post_swap,GCAMP12,52,1
57,7,GCAMP12_7_57,False,250,200,swap_distal,130.0,80.0,57,post_swap,GCAMP12,82,5
58,7,GCAMP12_7_58,False,250,200,swap_distal,130.0,80.0,58,post_swap,GCAMP12,82,5
59,7,GCAMP12_7_59,False,250,200,swap_distal,130.0,80.0,59,post_swap,GCAMP12,17,5
60,7,GCAMP12_7_60,False,250,200,swap_distal,130.0,80.0,60,post_swap,GCAMP12,-1,4
61,7,GCAMP12_7_61,False,250,200,swap_distal,130.0,80.0,61,post_swap,GCAMP12,17,5
62,7,GCAMP12_7_62,False,250,200,swap_distal,130.0,80.0,62,post_swap,GCAMP12,23,4
63,7,GCAMP12_7_63,False,250,200,swap_distal,130.0,80.0,63,post_swap,GCAMP12,17,9
64,7,GCAMP12_7_64,False,250,200,swap_distal,130.0,80.0,64,post_swap,GCAMP12,9,4
65,7,GCAMP12_7_65,False,250,200,swap_distal,130.0,80.0,65,post_swap,GCAMP12,79,6
66,7,GCAMP12_7_66,False,250,200,swap_distal,130.0,80.0,66,post_swap,GCAMP12,83,5
67,7,GCAMP12_7_67,False,250,200,swap_distal,130.0,80.0,67,post_swap,GCAMP12,52,5
68,7,GCAMP12_7_68,False,250,200,swap_distal,130.0,80.0,68,post_swap,GCAMP12,83,5
69,7,GCAMP12_7_69,False,250,200,swap_distal,130.0,80.0,69,post_swap,GCAMP12,83,10
70,7,GCAMP12_7_70,True,250,200,swap_distal,130.0,80.0,70,post_swap,GCAMP12,86,10
71,7,GCAMP12_7_71,False,250,200,swap_distal,130.0,80.0,71,post_swap,GCAMP12,83,5
72,7,GCAMP12_7_72,False,250,200,swap_distal,130.0,80.0,72,post_swap,GCAMP12,52,5
73,7,GCAMP12_7_73,False,250,200,swap_distal,130.0,80.0,73,post_swap,GCAMP12,17,9
74,7,GCAMP12_7_74,False,250,200,swap_distal,130.0,80.0,74,post_swap,GCAMP12,51,5
75,7,GCAMP12_7_75,False,250,200,swap_distal,130.0,80.0,75,post_swap,GCAMP12,52,1
76,7,GCAMP12_7_76,False,250,200,swap_distal,130.0,80.0,76,post_swap,GCAMP12,52,5
77,7,GCAMP12_7_77,True,250,200,swap_distal,130.0,80.0,77,post_swap,GCAMP12,29,8
78,7,GCAMP12_7_78,False,250,200,swap_distal,130.0,80.0,78,post_swap,GCAMP12,83,5
79,7,GCAMP12_7_79,False,250,200,swap_distal,130.0,80.0,79,post_swap,GCAMP12,52,5
0,8,GCAMP12_8_0,False,250,200,swap_proximal,130.0,80.0,0,pre_swap,GCAMP12,82,5
1,8,GCAMP12_8_1,False,250,200,swap_proximal,130.0,80.0,1,pre_swap,GCAMP12,83,5
2,8,GCAMP12_8_2,False,250,200,swap_proximal,130.0,80.0,2,pre_swap,GCAMP12,83,9
3,8,GCAMP12_8_3,False,250,200,swap_proximal,130.0,80.0,3,pre_swap,GCAMP12,4,4
4,8,GCAMP12_8_4,True,250,200,swap_proximal,130.0,80.0,4,pre_swap,GCAMP12,36,1
5,8,GCAMP12_8_5,False,250,200,swap_proximal,130.0,80.0,5,pre_swap,GCAMP12,52,5
6,8,GCAMP12_8_6,False,250,200,swap_proximal,130.0,80.0,6,pre_swap,GCAMP12,4,1
7,8,GCAMP12_8_7,False,250,200,swap_proximal,130.0,80.0,7,pre_swap,GCAMP12,4,4
8,8,GCAMP12_8_8,False,250,200,swap_proximal,130.0,80.0,8,pre_swap,GCAMP12,51,5
9,8,GCAMP12_8_9,False,250,200,swap_proximal,130.0,80.0,9,pre_swap,GCAMP12,4,9
10,8,GCAMP12_8_10,False,250,200,swap_proximal,130.0,80.0,10,pre_swap,GCAMP12,52,5
11,8,GCAMP12_8_11,True,250,200,swap_proximal,130.0,80.0,11,pre_swap,GCAMP12,65,6
12,8,GCAMP12_8_12,False,250,200,swap_proximal,130.0,80.0,12,pre_swap,GCAMP12,17,5
13,8,GCAMP12_8_13,False,250,200,swap_proximal,130.0,80.0,13,pre_swap,GCAMP12,17,5
14,8,GCAMP12_8_14,False,250,200,swap_proximal,130.0,80.0,14,pre_swap,GCAMP12,12,9
15,8,GCAMP12_8_15,False,250,200,swap_proximal,130.0,80.0,15,pre_swap,GCAMP12,82,5
16,8,GCAMP12_8_16,True,250,200,swap_proximal,130.0,80.0,16,pre_swap,GCAMP12,78,6
17,8,GCAMP12_8_17,True,250,200,swap_proximal,130.0,80.0,17,pre_swap,GCAMP12,86,10
18,8,GCAMP12_8_18,False,250,200,swap_proximal,130.0,80.0,18,pre_swap,GCAMP12,83,5
19,8,GCAMP12_8_19,False,250,200,swap_proximal,130.0,80.0,19,pre_swap,GCAMP12,17,9
20,8,GCAMP12_8_20,False,250,200,swap_proximal,130.0,80.0,20,pre_swap,GCAMP12,4,4
21,8,GCAMP12_8_21,True,250,200,swap_proximal,130.0,80.0,21,pre_swap,GCAMP12,96,0
22,8,GCAMP12_8_22,False,250,200,swap_proximal,130.0,80.0,22,pre_swap,GCAMP12,83,9
23,8,GCAMP12_8_23,False,250,200,swap_proximal,130.0,80.0,23,pre_swap,GCAMP12,17,5
24,8,GCAMP12_8_24,False,250,200,swap_proximal,130.0,80.0,24,pre_swap,GCAMP12,81,4
25,8,GCAMP12_8_25,False,250,200,swap_proximal,130.0,80.0,25,pre_swap,GCAMP12,52,5
26,8,GCAMP12_8_26,False,250,200,swap_proximal,130.0,80.0,26,pre_swap,GCAMP12,4,4
27,8,GCAMP12_8_27,False,250,200,swap_proximal,130.0,80.0,27,pre_swap,GCAMP12,17,5
28,8,GCAMP12_8_28,False,250,200,swap_proximal,130.0,80.0,28,pre_swap,GCAMP12,52,5
29,8,GCAMP12_8_29,True,250,200,swap_proximal,130.0,80.0,29,pre_swap,GCAMP12,36,1
30,8,GCAMP12_8_30,False,130,80,swap_proximal,250.0,200.0,30,post_swap,GCAMP12,48,8
31,8,GCAMP12_8_31,False,130,80,swap_proximal,250.0,200.0,31,post_swap,GCAMP12,72,8
32,8,GCAMP12_8_32,False,130,80,swap_proximal,250.0,200.0,32,post_swap,GCAMP12,77,7
33,8,GCAMP12_8_33,False,130,80,swap_proximal,250.0,200.0,33,post_swap,GCAMP12,72,7
34,8,GCAMP12_8_34,True,130,80,swap_proximal,250.0,200.0,34,post_swap,GCAMP12,86,10
35,8,GCAMP12_8_35,False,130,80,swap_proximal,250.0,200.0,35,post_swap,GCAMP12,72,7
36,8,GCAMP12_8_36,False,130,80,swap_proximal,250.0,200.0,36,post_swap,GCAMP12,40,3
37,8,GCAMP12_8_37,False,130,80,swap_proximal,250.0,200.0,37,post_swap,GCAMP12,39,3
38,8,GCAMP12_8_38,False,130,80,swap_proximal,250.0,200.0,38,post_swap,GCAMP12,27,3
39,8,GCAMP12_8_39,True,130,80,swap_proximal,250.0,200.0,39,post_swap,GCAMP12,53,1
40,8,GCAMP12_8_40,False,130,80,swap_proximal,250.0,200.0,40,post_swap,GCAMP12,27,3
41,8,GCAMP12_8_41,False,130,80,swap_proximal,250.0,200.0,41,post_swap,GCAMP12,40,3
42,8,GCAMP12_8_42,False,130,80,swap_proximal,250.0,200.0,42,post_swap,GCAMP12,40,3
43,8,GCAMP12_8_43,False,130,80,swap_proximal,250.0,200.0,43,post_swap,GCAMP12,40,3
44,8,GCAMP12_8_44,False,130,80,swap_proximal,250.0,200.0,44,post_swap,GCAMP12,27,3
45,8,GCAMP12_8_45,False,130,80,swap_proximal,250.0,200.0,45,post_swap,GCAMP12,40,7
46,8,GCAMP12_8_46,True,130,80,swap_proximal,250.0,200.0,46,post_swap,GCAMP12,85,9
47,8,GCAMP12_8_47,False,130,80,swap_proximal,250.0,200.0,47,post_swap,GCAMP12,40,3
48,8,GCAMP12_8_48,True,130,80,swap_proximal,250.0,200.0,48,post_swap,GCAMP12,31,1
49,8,GCAMP12_8_49,True,130,80,swap_proximal,250.0,200.0,49,post_swap,GCAMP12,53,9
50,8,GCAMP12_8_50,False,130,80,swap_proximal,250.0,200.0,50,post_swap,GCAMP12,39,3
51,8,GCAMP12_8_51,False,130,80,swap_proximal,250.0,200.0,51,post_swap,GCAMP12,70,3
52,8,GCAMP12_8_52,False,130,80,swap_proximal,250.0,200.0,52,post_swap,GCAMP12,27,3
53,8,GCAMP12_8_53,False,130,80,swap_proximal,250.0,200.0,53,post_swap,GCAMP12,35,3
54,8,GCAMP12_8_54,False,130,80,swap_proximal,250.0,200.0,54,post_swap,GCAMP12,27,3
55,8,GCAMP12_8_55,False,130,80,swap_proximal,250.0,200.0,55,post_swap,GCAMP12,39,3
56,8,GCAMP12_8_56,False,130,80,swap_proximal,250.0,200.0,56,post_swap,GCAMP12,77,3
57,8,GCAMP12_8_57,False,130,80,swap_proximal,250.0,200.0,57,post_swap,GCAMP12,27,3
58,8,GCAMP12_8_58,False,130,80,swap_proximal,250.0,200.0,58,post_swap,GCAMP12,39,3
59,8,GCAMP12_8_59,True,130,80,swap_proximal,250.0,200.0,59,post_swap,GCAMP12,31,5
60,8,GCAMP12_8_60,True,130,80,swap_proximal,250.0,200.0,60,post_swap,GCAMP12,47,8
61,8,GCAMP12_8_61,False,130,80,swap_proximal,250.0,200.0,61,post_swap,GCAMP12,27,3
62,8,GCAMP12_8_62,False,130,80,swap_proximal,250.0,200.0,62,post_swap,GCAMP12,70,3
63,8,GCAMP12_8_63,False,130,80,swap_proximal,250.0,200.0,63,post_swap,GCAMP12,46,3
64,8,GCAMP12_8_64,False,130,80,swap_proximal,250.0,200.0,64,post_swap,GCAMP12,39,3
65,8,GCAMP12_8_65,False,130,80,swap_proximal,250.0,200.0,65,post_swap,GCAMP12,27,3
66,8,GCAMP12_8_66,False,130,80,swap_proximal,250.0,200.0,66,post_swap,GCAMP12,70,3
67,8,GCAMP12_8_67,False,130,80,swap_proximal,250.0,200.0,67,post_swap,GCAMP12,46,3
68,8,GCAMP12_8_68,False,130,80,swap_proximal,250.0,200.0,68,post_swap,GCAMP12,27,3
69,8,GCAMP12_8_69,False,130,80,swap_proximal,250.0,200.0,69,post_swap,GCAMP12,68,3
70,8,GCAMP12_8_70,False,130,80,swap_proximal,250.0,200.0,70,post_swap,GCAMP12,46,3
71,8,GCAMP12_8_71,False,130,80,swap_proximal,250.0,200.0,71,post_swap,GCAMP12,46,3
72,8,GCAMP12_8_72,False,130,80,swap_proximal,250.0,200.0,72,post_swap,GCAMP12,40,7
73,8,GCAMP12_8_73,True,130,80,swap_proximal,250.0,200.0,73,post_swap,GCAMP12,86,10
74,8,GCAMP12_8_74,False,130,80,swap_proximal,250.0,200.0,74,post_swap,GCAMP12,39,3
75,8,GCAMP12_8_75,False,130,80,swap_proximal,250.0,200.0,75,post_swap,GCAMP12,39,3
76,8,GCAMP12_8_76,True,130,80,swap_proximal,250.0,200.0,76,post_swap,GCAMP12,86,10
77,8,GCAMP12_8_77,False,130,80,swap_proximal,250.0,200.0,77,post_swap,GCAMP12,46,3
78,8,GCAMP12_8_78,True,130,80,swap_proximal,250.0,200.0,78,post_swap,GCAMP12,65,1
79,8,GCAMP12_8_79,False,130,80,swap_proximal,250.0,200.0,79,post_swap,GCAMP12,35,3
0,10,GCAMP12_10_0,False,130,80,swap_distal,370.0,320.0,0,pre_swap,GCAMP12,78,10
1,10,GCAMP12_10_1,False,130,80,swap_distal,370.0,320.0,1,pre_swap,GCAMP12,0,3
2,10,GCAMP12_10_2,False,130,80,swap_distal,370.0,320.0,2,pre_swap,GCAMP12,43,3
3,10,GCAMP12_10_3,True,130,80,swap_distal,370.0,320.0,3,pre_swap,GCAMP12,51,9
4,10,GCAMP12_10_4,False,130,80,swap_distal,370.0,320.0,4,pre_swap,GCAMP12,72,7
5,10,GCAMP12_10_5,False,130,80,swap_distal,370.0,320.0,5,pre_swap,GCAMP12,16,3
6,10,GCAMP12_10_6,True,130,80,swap_distal,370.0,320.0,6,pre_swap,GCAMP12,52,5
7,10,GCAMP12_10_7,True,130,80,swap_distal,370.0,320.0,7,pre_swap,GCAMP12,52,5
8,10,GCAMP12_10_8,False,130,80,swap_distal,370.0,320.0,8,pre_swap,GCAMP12,16,3
9,10,GCAMP12_10_9,False,130,80,swap_distal,370.0,320.0,9,pre_swap,GCAMP12,35,3
10,10,GCAMP12_10_10,False,130,80,swap_distal,370.0,320.0,10,pre_swap,GCAMP12,0,5
11,10,GCAMP12_10_11,False,130,80,swap_distal,370.0,320.0,11,pre_swap,GCAMP12,46,3
12,10,GCAMP12_10_12,False,130,80,swap_distal,370.0,320.0,12,pre_swap,GCAMP12,70,3
13,10,GCAMP12_10_13,False,130,80,swap_distal,370.0,320.0,13,pre_swap,GCAMP12,46,3
14,10,GCAMP12_10_14,False,130,80,swap_distal,370.0,320.0,14,pre_swap,GCAMP12,16,3
15,10,GCAMP12_10_15,False,130,80,swap_distal,370.0,320.0,15,pre_swap,GCAMP12,76,3
16,10,GCAMP12_10_16,True,130,80,swap_distal,370.0,320.0,16,pre_swap,GCAMP12,26,9
17,10,GCAMP12_10_17,True,130,80,swap_distal,370.0,320.0,17,pre_swap,GCAMP12,31,5
18,10,GCAMP12_10_18,False,130,80,swap_distal,370.0,320.0,18,pre_swap,GCAMP12,59,3
19,10,GCAMP12_10_19,True,130,80,swap_distal,370.0,320.0,19,pre_swap,GCAMP12,-1,5
20,10,GCAMP12_10_20,False,130,80,swap_distal,370.0,320.0,20,pre_swap,GCAMP12,68,3
21,10,GCAMP12_10_21,False,130,80,swap_distal,370.0,320.0,21,pre_swap,GCAMP12,77,3
22,10,GCAMP12_10_22,False,130,80,swap_distal,370.0,320.0,22,pre_swap,GCAMP12,35,3
23,10,GCAMP12_10_23,False,130,80,swap_distal,370.0,320.0,23,pre_swap,GCAMP12,77,3
24,10,GCAMP12_10_24,False,130,80,swap_distal,370.0,320.0,24,pre_swap,GCAMP12,-1,3
25,10,GCAMP12_10_25,True,130,80,swap_distal,370.0,320.0,25,pre_swap,GCAMP12,31,5
26,10,GCAMP12_10_26,False,130,80,swap_distal,370.0,320.0,26,pre_swap,GCAMP12,27,3
27,10,GCAMP12_10_27,False,130,80,swap_distal,370.0,320.0,27,pre_swap,GCAMP12,77,3
28,10,GCAMP12_10_28,False,130,80,swap_distal,370.0,320.0,28,pre_swap,GCAMP12,68,3
29,10,GCAMP12_10_29,False,130,80,swap_distal,370.0,320.0,29,pre_swap,GCAMP12,77,3
30,10,GCAMP12_10_30,False,370,320,swap_distal,130.0,80.0,30,post_swap,GCAMP12,72,9
31,10,GCAMP12_10_31,False,370,320,swap_distal,130.0,80.0,31,post_swap,GCAMP12,72,9
32,10,GCAMP12_10_32,False,370,320,swap_distal,130.0,80.0,32,post_swap,GCAMP12,31,9
33,10,GCAMP12_10_33,False,370,320,swap_distal,130.0,80.0,33,post_swap,GCAMP12,65,1
34,10,GCAMP12_10_34,False,370,320,swap_distal,130.0,80.0,34,post_swap,GCAMP12,-1,6
35,10,GCAMP12_10_35,False,370,320,swap_distal,130.0,80.0,35,post_swap,GCAMP12,65,6
36,10,GCAMP12_10_36,False,370,320,swap_distal,130.0,80.0,36,post_swap,GCAMP12,65,1
37,10,GCAMP12_10_37,False,370,320,swap_distal,130.0,80.0,37,post_swap,GCAMP12,36,1
38,10,GCAMP12_10_38,True,370,320,swap_distal,130.0,80.0,38,post_swap,GCAMP12,78,6
39,10,GCAMP12_10_39,False,370,320,swap_distal,130.0,80.0,39,post_swap,GCAMP12,64,1
40,10,GCAMP12_10_40,False,370,320,swap_distal,130.0,80.0,40,post_swap,GCAMP12,41,1
41,10,GCAMP12_10_41,True,370,320,swap_distal,130.0,80.0,41,post_swap,GCAMP12,79,6
42,10,GCAMP12_10_42,False,370,320,swap_distal,130.0,80.0,42,post_swap,GCAMP12,36,6
43,10,GCAMP12_10_43,False,370,320,swap_distal,130.0,80.0,43,post_swap,GCAMP12,41,1
44,10,GCAMP12_10_44,False,370,320,swap_distal,130.0,80.0,44,post_swap,GCAMP12,41,2
45,10,GCAMP12_10_45,False,370,320,swap_distal,130.0,80.0,45,post_swap,GCAMP12,64,1
46,10,GCAMP12_10_46,True,370,320,swap_distal,130.0,80.0,46,post_swap,GCAMP12,79,6
47,10,GCAMP12_10_47,False,370,320,swap_distal,130.0,80.0,47,post_swap,GCAMP12,65,1
48,10,GCAMP12_10_48,False,370,320,swap_distal,130.0,80.0,48,post_swap,GCAMP12,99,0
49,10,GCAMP12_10_49,False,370,320,swap_distal,130.0,80.0,49,post_swap,GCAMP12,95,0
50,10,GCAMP12_10_50,True,370,320,swap_distal,130.0,80.0,50,post_swap,GCAMP12,86,10
51,10,GCAMP12_10_51,False,370,320,swap_distal,130.0,80.0,51,post_swap,GCAMP12,65,1
52,10,GCAMP12_10_52,True,370,320,swap_distal,130.0,80.0,52,post_swap,GCAMP12,79,6
53,10,GCAMP12_10_53,False,370,320,swap_distal,130.0,80.0,53,post_swap,GCAMP12,65,1
54,10,GCAMP12_10_54,False,370,320,swap_distal,130.0,80.0,54,post_swap,GCAMP12,96,2
55,10,GCAMP12_10_55,False,370,320,swap_distal,130.0,80.0,55,post_swap,GCAMP12,97,2
56,10,GCAMP12_10_56,False,370,320,swap_distal,130.0,80.0,56,post_swap,GCAMP12,41,2
57,10,GCAMP12_10_57,False,370,320,swap_distal,130.0,80.0,57,post_swap,GCAMP12,1,2
58,10,GCAMP12_10_58,True,370,320,swap_distal,130.0,80.0,58,post_swap,GCAMP12,22,6
59,10,GCAMP12_10_59,False,370,320,swap_distal,130.0,80.0,59,post_swap,GCAMP12,65,1
60,10,GCAMP12_10_60,True,370,320,swap_distal,130.0,80.0,60,post_swap,GCAMP12,22,0
61,10,GCAMP12_10_61,False,370,320,swap_distal,130.0,80.0,61,post_swap,GCAMP12,99,2
62,10,GCAMP12_10_62,False,370,320,swap_distal,130.0,80.0,62,post_swap,GCAMP12,36,1
63,10,GCAMP12_10_63,False,370,320,swap_distal,130.0,80.0,63,post_swap,GCAMP12,12,0
64,10,GCAMP12_10_64,False,370,320,swap_distal,130.0,80.0,64,post_swap,GCAMP12,36,1
65,10,GCAMP12_10_65,True,370,320,swap_distal,130.0,80.0,65,post_swap,GCAMP12,-1,0
66,10,GCAMP12_10_66,False,370,320,swap_distal,130.0,80.0,66,post_swap,GCAMP12,1,2
67,10,GCAMP12_10_67,False,370,320,swap_distal,130.0,80.0,67,post_swap,GCAMP12,91,2
68,10,GCAMP12_10_68,False,370,320,swap_distal,130.0,80.0,68,post_swap,GCAMP12,19,2
69,10,GCAMP12_10_69,False,370,320,swap_distal,130.0,80.0,69,post_swap,GCAMP12,1,6
70,10,GCAMP12_10_70,False,370,320,swap_distal,130.0,80.0,70,post_swap,GCAMP12,41,2
71,10,GCAMP12_10_71,False,370,320,swap_distal,130.0,80.0,71,post_swap,GCAMP12,36,1
72,10,GCAMP12_10_72,False,370,320,swap_distal,130.0,80.0,72,post_swap,GCAMP12,21,6
74,10,GCAMP12_10_74,False,370,320,swap_distal,130.0,80.0,74,post_swap,GCAMP12,60,6
75,10,GCAMP12_10_75,True,370,320,swap_distal,130.0,80.0,75,post_swap,GCAMP12,78,6
76,10,GCAMP12_10_76,True,370,320,swap_distal,130.0,80.0,76,post_swap,GCAMP12,86,10
77,10,GCAMP12_10_77,False,370,320,swap_distal,130.0,80.0,77,post_swap,GCAMP12,65,1
78,10,GCAMP12_10_78,True,370,320,swap_distal,130.0,80.0,78,post_swap,GCAMP12,79,6
79,10,GCAMP12_10_79,False,370,320,swap_distal,130.0,80.0,79,post_swap,GCAMP12,65,1
0,12,GCAMP12_12_0,False,370,320,swap_proximal,250.0,200.0,0,pre_swap,GCAMP12,67,1
1,12,GCAMP12_12_1,True,370,320,swap_proximal,250.0,200.0,1,pre_swap,GCAMP12,78,6
2,12,GCAMP12_12_2,False,370,320,swap_proximal,250.0,200.0,2,pre_swap,GCAMP12,95,2
3,12,GCAMP12_12_3,False,370,320,swap_proximal,250.0,200.0,3,pre_swap,GCAMP12,36,1
4,12,GCAMP12_12_4,False,370,320,swap_proximal,250.0,200.0,4,pre_swap,GCAMP12,92,2
