,idx,day,trial,reward_zone_start,reward_zone_end,swap_zone_start,swap_zone_end,trial_type,swap_type,omit,animal
0,0,3,0,320,370,80.0,130.0,pre_swap,swap_proximal,False,GCAMP3
1,1,3,1,320,370,80.0,130.0,pre_swap,swap_proximal,False,GCAMP3
2,2,3,2,320,370,80.0,130.0,pre_swap,swap_proximal,False,GCAMP3
3,3,3,3,320,370,80.0,130.0,pre_swap,swap_proximal,False,GCAMP3
4,4,3,4,320,370,80.0,130.0,pre_swap,swap_proximal,False,GCAMP3
5,5,3,5,320,370,80.0,130.0,pre_swap,swap_proximal,False,GCAMP3
6,6,3,6,320,370,80.0,130.0,pre_swap,swap_proximal,False,GCAMP3
7,7,3,7,320,370,80.0,130.0,pre_swap,swap_proximal,False,GCAMP3
8,8,3,8,320,370,80.0,130.0,pre_swap,swap_proximal,False,GCAMP3
9,9,3,9,320,370,80.0,130.0,pre_swap,swap_proximal,False,GCAMP3
10,10,3,10,320,370,80.0,130.0,pre_swap,swap_proximal,False,GCAMP3
11,11,3,11,320,370,80.0,130.0,pre_swap,swap_proximal,False,GCAMP3
12,12,3,12,320,370,80.0,130.0,pre_swap,swap_proximal,False,GCAMP3
13,13,3,13,320,370,80.0,130.0,pre_swap,swap_proximal,True,GCAMP3
14,14,3,14,320,370,80.0,130.0,pre_swap,swap_proximal,False,GCAMP3
15,15,3,15,320,370,80.0,130.0,pre_swap,swap_proximal,False,GCAMP3
16,16,3,16,320,370,80.0,130.0,pre_swap,swap_proximal,False,GCAMP3
17,17,3,17,320,370,80.0,130.0,pre_swap,swap_proximal,False,GCAMP3
18,18,3,18,320,370,80.0,130.0,pre_swap,swap_proximal,False,GCAMP3
19,19,3,19,320,370,80.0,130.0,pre_swap,swap_proximal,False,GCAMP3
20,20,3,20,320,370,80.0,130.0,pre_swap,swap_proximal,False,GCAMP3
21,21,3,21,320,370,80.0,130.0,pre_swap,swap_proximal,False,GCAMP3
22,22,3,22,320,370,80.0,130.0,pre_swap,swap_proximal,False,GCAMP3
23,23,3,23,320,370,80.0,130.0,pre_swap,swap_proximal,False,GCAMP3
24,24,3,24,320,370,80.0,130.0,pre_swap,swap_proximal,False,GCAMP3
25,25,3,25,320,370,80.0,130.0,pre_swap,swap_proximal,False,GCAMP3
26,26,3,26,320,370,80.0,130.0,pre_swap,swap_proximal,False,GCAMP3
27,27,3,27,320,370,80.0,130.0,pre_swap,swap_proximal,False,GCAMP3
28,28,3,28,320,370,80.0,130.0,pre_swap,swap_proximal,True,GCAMP3
29,29,3,29,320,370,80.0,130.0,pre_swap,swap_proximal,False,GCAMP3
30,30,3,30,80,130,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
31,31,3,31,80,130,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
32,32,3,32,80,130,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
33,33,3,33,80,130,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
34,34,3,34,80,130,320.0,370.0,post_swap,swap_proximal,True,GCAMP3
35,35,3,35,80,130,320.0,370.0,post_swap,swap_proximal,True,GCAMP3
36,36,3,36,80,130,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
37,37,3,37,80,130,320.0,370.0,post_swap,swap_proximal,True,GCAMP3
38,38,3,38,80,130,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
39,39,3,39,80,130,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
40,40,3,40,80,130,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
41,41,3,41,80,130,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
42,42,3,42,80,130,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
43,43,3,43,80,130,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
44,44,3,44,80,130,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
45,45,3,45,80,130,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
46,46,3,46,80,130,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
47,47,3,47,80,130,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
48,48,3,48,80,130,320.0,370.0,post_swap,swap_proximal,True,GCAMP3
49,49,3,49,80,130,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
50,50,3,50,80,130,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
51,51,3,51,80,130,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
52,52,3,52,80,130,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
53,53,3,53,80,130,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
54,54,3,54,80,130,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
55,55,3,55,80,130,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
56,56,3,56,80,130,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
57,57,3,57,80,130,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
58,58,3,58,80,130,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
59,59,3,59,80,130,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
60,60,3,60,80,130,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
61,61,3,61,80,130,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
62,62,3,62,80,130,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
63,63,3,63,80,130,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
64,64,3,64,80,130,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
65,65,3,65,80,130,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
66,66,3,66,80,130,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
67,67,3,67,80,130,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
68,68,3,68,80,130,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
69,69,3,69,80,130,320.0,370.0,post_swap,swap_proximal,True,GCAMP3
70,70,3,70,80,130,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
71,71,3,71,80,130,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
72,72,3,72,80,130,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
73,73,3,73,80,130,320.0,370.0,post_swap,swap_proximal,True,GCAMP3
74,74,3,74,80,130,320.0,370.0,post_swap,swap_proximal,True,GCAMP3
75,75,3,75,80,130,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
76,76,3,76,80,130,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
77,77,3,77,80,130,320.0,370.0,post_swap,swap_proximal,True,GCAMP3
78,78,3,78,80,130,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
79,79,3,79,80,130,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
0,80,5,0,80,130,200.0,250.0,pre_swap,swap_distal,True,GCAMP3
1,81,5,1,80,130,200.0,250.0,pre_swap,swap_distal,False,GCAMP3
2,82,5,2,80,130,200.0,250.0,pre_swap,swap_distal,False,GCAMP3
3,83,5,3,80,130,200.0,250.0,pre_swap,swap_distal,False,GCAMP3
4,84,5,4,80,130,200.0,250.0,pre_swap,swap_distal,False,GCAMP3
5,85,5,5,80,130,200.0,250.0,pre_swap,swap_distal,False,GCAMP3
6,86,5,6,80,130,200.0,250.0,pre_swap,swap_distal,False,GCAMP3
7,87,5,7,80,130,200.0,250.0,pre_swap,swap_distal,True,GCAMP3
8,88,5,8,80,130,200.0,250.0,pre_swap,swap_distal,False,GCAMP3
9,89,5,9,80,130,200.0,250.0,pre_swap,swap_distal,False,GCAMP3
10,90,5,10,80,130,200.0,250.0,pre_swap,swap_distal,False,GCAMP3
11,91,5,11,80,130,200.0,250.0,pre_swap,swap_distal,False,GCAMP3
12,92,5,12,80,130,200.0,250.0,pre_swap,swap_distal,True,GCAMP3
13,93,5,13,80,130,200.0,250.0,pre_swap,swap_distal,False,GCAMP3
14,94,5,14,80,130,200.0,250.0,pre_swap,swap_distal,False,GCAMP3
15,95,5,15,80,130,200.0,250.0,pre_swap,swap_distal,False,GCAMP3
16,96,5,16,80,130,200.0,250.0,pre_swap,swap_distal,False,GCAMP3
17,97,5,17,80,130,200.0,250.0,pre_swap,swap_distal,False,GCAMP3
18,98,5,18,80,130,200.0,250.0,pre_swap,swap_distal,False,GCAMP3
19,99,5,19,80,130,200.0,250.0,pre_swap,swap_distal,False,GCAMP3
20,100,5,20,80,130,200.0,250.0,pre_swap,swap_distal,False,GCAMP3
21,101,5,21,80,130,200.0,250.0,pre_swap,swap_distal,False,GCAMP3
22,102,5,22,80,130,200.0,250.0,pre_swap,swap_distal,False,GCAMP3
23,103,5,23,80,130,200.0,250.0,pre_swap,swap_distal,False,GCAMP3
24,104,5,24,80,130,200.0,250.0,pre_swap,swap_distal,False,GCAMP3
25,105,5,25,80,130,200.0,250.0,pre_swap,swap_distal,False,GCAMP3
26,106,5,26,80,130,200.0,250.0,pre_swap,swap_distal,False,GCAMP3
27,107,5,27,80,130,200.0,250.0,pre_swap,swap_distal,False,GCAMP3
28,108,5,28,80,130,200.0,250.0,pre_swap,swap_distal,False,GCAMP3
29,109,5,29,80,130,200.0,250.0,pre_swap,swap_distal,True,GCAMP3
30,110,5,30,200,250,80.0,130.0,post_swap,swap_distal,False,GCAMP3
31,111,5,31,200,250,80.0,130.0,post_swap,swap_distal,False,GCAMP3
32,112,5,32,200,250,80.0,130.0,post_swap,swap_distal,True,GCAMP3
33,113,5,33,200,250,80.0,130.0,post_swap,swap_distal,False,GCAMP3
34,114,5,34,200,250,80.0,130.0,post_swap,swap_distal,False,GCAMP3
35,115,5,35,200,250,80.0,130.0,post_swap,swap_distal,False,GCAMP3
36,116,5,36,200,250,80.0,130.0,post_swap,swap_distal,False,GCAMP3
37,117,5,37,200,250,80.0,130.0,post_swap,swap_distal,False,GCAMP3
38,118,5,38,200,250,80.0,130.0,post_swap,swap_distal,True,GCAMP3
39,119,5,39,200,250,80.0,130.0,post_swap,swap_distal,False,GCAMP3
40,120,5,40,200,250,80.0,130.0,post_swap,swap_distal,False,GCAMP3
41,121,5,41,200,250,80.0,130.0,post_swap,swap_distal,False,GCAMP3
42,122,5,42,200,250,80.0,130.0,post_swap,swap_distal,False,GCAMP3
43,123,5,43,200,250,80.0,130.0,post_swap,swap_distal,False,GCAMP3
44,124,5,44,200,250,80.0,130.0,post_swap,swap_distal,False,GCAMP3
45,125,5,45,200,250,80.0,130.0,post_swap,swap_distal,False,GCAMP3
46,126,5,46,200,250,80.0,130.0,post_swap,swap_distal,False,GCAMP3
47,127,5,47,200,250,80.0,130.0,post_swap,swap_distal,False,GCAMP3
48,128,5,48,200,250,80.0,130.0,post_swap,swap_distal,False,GCAMP3
49,129,5,49,200,250,80.0,130.0,post_swap,swap_distal,False,GCAMP3
50,130,5,50,200,250,80.0,130.0,post_swap,swap_distal,False,GCAMP3
51,131,5,51,200,250,80.0,130.0,post_swap,swap_distal,False,GCAMP3
52,132,5,52,200,250,80.0,130.0,post_swap,swap_distal,False,GCAMP3
53,133,5,53,200,250,80.0,130.0,post_swap,swap_distal,False,GCAMP3
54,134,5,54,200,250,80.0,130.0,post_swap,swap_distal,False,GCAMP3
55,135,5,55,200,250,80.0,130.0,post_swap,swap_distal,False,GCAMP3
56,136,5,56,200,250,80.0,130.0,post_swap,swap_distal,False,GCAMP3
57,137,5,57,200,250,80.0,130.0,post_swap,swap_distal,False,GCAMP3
58,138,5,58,200,250,80.0,130.0,post_swap,swap_distal,False,GCAMP3
59,139,5,59,200,250,80.0,130.0,post_swap,swap_distal,False,GCAMP3
60,140,5,60,200,250,80.0,130.0,post_swap,swap_distal,True,GCAMP3
61,141,5,61,200,250,80.0,130.0,post_swap,swap_distal,False,GCAMP3
62,142,5,62,200,250,80.0,130.0,post_swap,swap_distal,False,GCAMP3
63,143,5,63,200,250,80.0,130.0,post_swap,swap_distal,True,GCAMP3
64,144,5,64,200,250,80.0,130.0,post_swap,swap_distal,False,GCAMP3
65,145,5,65,200,250,80.0,130.0,post_swap,swap_distal,False,GCAMP3
66,146,5,66,200,250,80.0,130.0,post_swap,swap_distal,True,GCAMP3
67,147,5,67,200,250,80.0,130.0,post_swap,swap_distal,False,GCAMP3
68,148,5,68,200,250,80.0,130.0,post_swap,swap_distal,False,GCAMP3
69,149,5,69,200,250,80.0,130.0,post_swap,swap_distal,True,GCAMP3
70,150,5,70,200,250,80.0,130.0,post_swap,swap_distal,False,GCAMP3
71,151,5,71,200,250,80.0,130.0,post_swap,swap_distal,False,GCAMP3
72,152,5,72,200,250,80.0,130.0,post_swap,swap_distal,False,GCAMP3
73,153,5,73,200,250,80.0,130.0,post_swap,swap_distal,False,GCAMP3
74,154,5,74,200,250,80.0,130.0,post_swap,swap_distal,False,GCAMP3
75,155,5,75,200,250,80.0,130.0,post_swap,swap_distal,False,GCAMP3
76,156,5,76,200,250,80.0,130.0,post_swap,swap_distal,True,GCAMP3
77,157,5,77,200,250,80.0,130.0,post_swap,swap_distal,False,GCAMP3
78,158,5,78,200,250,80.0,130.0,post_swap,swap_distal,True,GCAMP3
79,159,5,79,200,250,80.0,130.0,post_swap,swap_distal,False,GCAMP3
0,160,7,0,200,250,320.0,370.0,pre_swap,swap_distal,True,GCAMP3
1,161,7,1,200,250,320.0,370.0,pre_swap,swap_distal,False,GCAMP3
2,162,7,2,200,250,320.0,370.0,pre_swap,swap_distal,False,GCAMP3
3,163,7,3,200,250,320.0,370.0,pre_swap,swap_distal,False,GCAMP3
4,164,7,4,200,250,320.0,370.0,pre_swap,swap_distal,False,GCAMP3
5,165,7,5,200,250,320.0,370.0,pre_swap,swap_distal,False,GCAMP3
6,166,7,6,200,250,320.0,370.0,pre_swap,swap_distal,False,GCAMP3
7,167,7,7,200,250,320.0,370.0,pre_swap,swap_distal,True,GCAMP3
8,168,7,8,200,250,320.0,370.0,pre_swap,swap_distal,False,GCAMP3
9,169,7,9,200,250,320.0,370.0,pre_swap,swap_distal,False,GCAMP3
10,170,7,10,200,250,320.0,370.0,pre_swap,swap_distal,False,GCAMP3
11,171,7,11,200,250,320.0,370.0,pre_swap,swap_distal,False,GCAMP3
12,172,7,12,200,250,320.0,370.0,pre_swap,swap_distal,False,GCAMP3
13,173,7,13,200,250,320.0,370.0,pre_swap,swap_distal,False,GCAMP3
14,174,7,14,200,250,320.0,370.0,pre_swap,swap_distal,False,GCAMP3
15,175,7,15,200,250,320.0,370.0,pre_swap,swap_distal,False,GCAMP3
16,176,7,16,200,250,320.0,370.0,pre_swap,swap_distal,False,GCAMP3
17,177,7,17,200,250,320.0,370.0,pre_swap,swap_distal,False,GCAMP3
18,178,7,18,200,250,320.0,370.0,pre_swap,swap_distal,True,GCAMP3
19,179,7,19,200,250,320.0,370.0,pre_swap,swap_distal,False,GCAMP3
20,180,7,20,200,250,320.0,370.0,pre_swap,swap_distal,False,GCAMP3
21,181,7,21,200,250,320.0,370.0,pre_swap,swap_distal,False,GCAMP3
22,182,7,22,200,250,320.0,370.0,pre_swap,swap_distal,False,GCAMP3
23,183,7,23,200,250,320.0,370.0,pre_swap,swap_distal,False,GCAMP3
24,184,7,24,200,250,320.0,370.0,pre_swap,swap_distal,False,GCAMP3
25,185,7,25,200,250,320.0,370.0,pre_swap,swap_distal,False,GCAMP3
26,186,7,26,200,250,320.0,370.0,pre_swap,swap_distal,False,GCAMP3
27,187,7,27,200,250,320.0,370.0,pre_swap,swap_distal,False,GCAMP3
28,188,7,28,200,250,320.0,370.0,pre_swap,swap_distal,False,GCAMP3
29,189,7,29,200,250,320.0,370.0,pre_swap,swap_distal,False,GCAMP3
30,190,7,30,320,370,200.0,250.0,post_swap,swap_distal,False,GCAMP3
31,191,7,31,320,370,200.0,250.0,post_swap,swap_distal,False,GCAMP3
32,192,7,32,320,370,200.0,250.0,post_swap,swap_distal,True,GCAMP3
33,193,7,33,320,370,200.0,250.0,post_swap,swap_distal,False,GCAMP3
34,194,7,34,320,370,200.0,250.0,post_swap,swap_distal,False,GCAMP3
35,195,7,35,320,370,200.0,250.0,post_swap,swap_distal,False,GCAMP3
36,196,7,36,320,370,200.0,250.0,post_swap,swap_distal,True,GCAMP3
37,197,7,37,320,370,200.0,250.0,post_swap,swap_distal,False,GCAMP3
38,198,7,38,320,370,200.0,250.0,post_swap,swap_distal,True,GCAMP3
39,199,7,39,320,370,200.0,250.0,post_swap,swap_distal,False,GCAMP3
40,200,7,40,320,370,200.0,250.0,post_swap,swap_distal,False,GCAMP3
41,201,7,41,320,370,200.0,250.0,post_swap,swap_distal,False,GCAMP3
42,202,7,42,320,370,200.0,250.0,post_swap,swap_distal,False,GCAMP3
43,203,7,43,320,370,200.0,250.0,post_swap,swap_distal,False,GCAMP3
44,204,7,44,320,370,200.0,250.0,post_swap,swap_distal,False,GCAMP3
45,205,7,45,320,370,200.0,250.0,post_swap,swap_distal,False,GCAMP3
46,206,7,46,320,370,200.0,250.0,post_swap,swap_distal,False,GCAMP3
47,207,7,47,320,370,200.0,250.0,post_swap,swap_distal,False,GCAMP3
48,208,7,48,320,370,200.0,250.0,post_swap,swap_distal,False,GCAMP3
49,209,7,49,320,370,200.0,250.0,post_swap,swap_distal,False,GCAMP3
50,210,7,50,320,370,200.0,250.0,post_swap,swap_distal,True,GCAMP3
51,211,7,51,320,370,200.0,250.0,post_swap,swap_distal,False,GCAMP3
52,212,7,52,320,370,200.0,250.0,post_swap,swap_distal,False,GCAMP3
53,213,7,53,320,370,200.0,250.0,post_swap,swap_distal,False,GCAMP3
54,214,7,54,320,370,200.0,250.0,post_swap,swap_distal,False,GCAMP3
55,215,7,55,320,370,200.0,250.0,post_swap,swap_distal,False,GCAMP3
56,216,7,56,320,370,200.0,250.0,post_swap,swap_distal,False,GCAMP3
57,217,7,57,320,370,200.0,250.0,post_swap,swap_distal,False,GCAMP3
58,218,7,58,320,370,200.0,250.0,post_swap,swap_distal,False,GCAMP3
59,219,7,59,320,370,200.0,250.0,post_swap,swap_distal,False,GCAMP3
60,220,7,60,320,370,200.0,250.0,post_swap,swap_distal,False,GCAMP3
61,221,7,61,320,370,200.0,250.0,post_swap,swap_distal,False,GCAMP3
62,222,7,62,320,370,200.0,250.0,post_swap,swap_distal,False,GCAMP3
63,223,7,63,320,370,200.0,250.0,post_swap,swap_distal,False,GCAMP3
64,224,7,64,320,370,200.0,250.0,post_swap,swap_distal,False,GCAMP3
65,225,7,65,320,370,200.0,250.0,post_swap,swap_distal,False,GCAMP3
66,226,7,66,320,370,200.0,250.0,post_swap,swap_distal,True,GCAMP3
67,227,7,67,320,370,200.0,250.0,post_swap,swap_distal,False,GCAMP3
68,228,7,68,320,370,200.0,250.0,post_swap,swap_distal,False,GCAMP3
69,229,7,69,320,370,200.0,250.0,post_swap,swap_distal,False,GCAMP3
70,230,7,70,320,370,200.0,250.0,post_swap,swap_distal,False,GCAMP3
71,231,7,71,320,370,200.0,250.0,post_swap,swap_distal,False,GCAMP3
72,232,7,72,320,370,200.0,250.0,post_swap,swap_distal,False,GCAMP3
73,233,7,73,320,370,200.0,250.0,post_swap,swap_distal,True,GCAMP3
74,234,7,74,320,370,200.0,250.0,post_swap,swap_distal,False,GCAMP3
75,235,7,75,320,370,200.0,250.0,post_swap,swap_distal,False,GCAMP3
76,236,7,76,320,370,200.0,250.0,post_swap,swap_distal,False,GCAMP3
77,237,7,77,320,370,200.0,250.0,post_swap,swap_distal,False,GCAMP3
78,238,7,78,320,370,200.0,250.0,post_swap,swap_distal,False,GCAMP3
79,239,7,79,320,370,200.0,250.0,post_swap,swap_distal,False,GCAMP3
0,240,8,0,320,370,200.0,250.0,pre_swap,swap_proximal,False,GCAMP3
1,241,8,1,320,370,200.0,250.0,pre_swap,swap_proximal,False,GCAMP3
2,242,8,2,320,370,200.0,250.0,pre_swap,swap_proximal,False,GCAMP3
3,243,8,3,320,370,200.0,250.0,pre_swap,swap_proximal,False,GCAMP3
4,244,8,4,320,370,200.0,250.0,pre_swap,swap_proximal,False,GCAMP3
5,245,8,5,320,370,200.0,250.0,pre_swap,swap_proximal,False,GCAMP3
6,246,8,6,320,370,200.0,250.0,pre_swap,swap_proximal,False,GCAMP3
7,247,8,7,320,370,200.0,250.0,pre_swap,swap_proximal,True,GCAMP3
8,248,8,8,320,370,200.0,250.0,pre_swap,swap_proximal,False,GCAMP3
9,249,8,9,320,370,200.0,250.0,pre_swap,swap_proximal,False,GCAMP3
10,250,8,10,320,370,200.0,250.0,pre_swap,swap_proximal,False,GCAMP3
11,251,8,11,320,370,200.0,250.0,pre_swap,swap_proximal,False,GCAMP3
12,252,8,12,320,370,200.0,250.0,pre_swap,swap_proximal,False,GCAMP3
13,253,8,13,320,370,200.0,250.0,pre_swap,swap_proximal,True,GCAMP3
14,254,8,14,320,370,200.0,250.0,pre_swap,swap_proximal,False,GCAMP3
15,255,8,15,320,370,200.0,250.0,pre_swap,swap_proximal,False,GCAMP3
16,256,8,16,320,370,200.0,250.0,pre_swap,swap_proximal,False,GCAMP3
17,257,8,17,320,370,200.0,250.0,pre_swap,swap_proximal,False,GCAMP3
18,258,8,18,320,370,200.0,250.0,pre_swap,swap_proximal,False,GCAMP3
19,259,8,19,320,370,200.0,250.0,pre_swap,swap_proximal,True,GCAMP3
20,260,8,20,320,370,200.0,250.0,pre_swap,swap_proximal,False,GCAMP3
21,261,8,21,320,370,200.0,250.0,pre_swap,swap_proximal,False,GCAMP3
22,262,8,22,320,370,200.0,250.0,pre_swap,swap_proximal,False,GCAMP3
23,263,8,23,320,370,200.0,250.0,pre_swap,swap_proximal,False,GCAMP3
24,264,8,24,320,370,200.0,250.0,pre_swap,swap_proximal,False,GCAMP3
25,265,8,25,320,370,200.0,250.0,pre_swap,swap_proximal,False,GCAMP3
26,266,8,26,320,370,200.0,250.0,pre_swap,swap_proximal,False,GCAMP3
27,267,8,27,320,370,200.0,250.0,pre_swap,swap_proximal,False,GCAMP3
28,268,8,28,320,370,200.0,250.0,pre_swap,swap_proximal,False,GCAMP3
29,269,8,29,320,370,200.0,250.0,pre_swap,swap_proximal,True,GCAMP3
30,270,8,30,200,250,320.0,370.0,post_swap,swap_proximal,True,GCAMP3
31,271,8,31,200,250,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
32,272,8,32,200,250,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
33,273,8,33,200,250,320.0,370.0,post_swap,swap_proximal,True,GCAMP3
34,274,8,34,200,250,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
35,275,8,35,200,250,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
36,276,8,36,200,250,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
37,277,8,37,200,250,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
38,278,8,38,200,250,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
39,279,8,39,200,250,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
40,280,8,40,200,250,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
41,281,8,41,200,250,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
42,282,8,42,200,250,320.0,370.0,post_swap,swap_proximal,True,GCAMP3
43,283,8,43,200,250,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
44,284,8,44,200,250,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
45,285,8,45,200,250,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
46,286,8,46,200,250,320.0,370.0,post_swap,swap_proximal,True,GCAMP3
47,287,8,47,200,250,320.0,370.0,post_swap,swap_proximal,True,GCAMP3
48,288,8,48,200,250,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
49,289,8,49,200,250,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
50,290,8,50,200,250,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
51,291,8,51,200,250,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
52,292,8,52,200,250,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
53,293,8,53,200,250,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
54,294,8,54,200,250,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
55,295,8,55,200,250,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
56,296,8,56,200,250,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
57,297,8,57,200,250,320.0,370.0,post_swap,swap_proximal,True,GCAMP3
58,298,8,58,200,250,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
59,299,8,59,200,250,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
60,300,8,60,200,250,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
61,301,8,61,200,250,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
62,302,8,62,200,250,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
63,303,8,63,200,250,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
64,304,8,64,200,250,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
65,305,8,65,200,250,320.0,370.0,post_swap,swap_proximal,True,GCAMP3
66,306,8,66,200,250,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
67,307,8,67,200,250,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
68,308,8,68,200,250,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
69,309,8,69,200,250,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
70,310,8,70,200,250,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
71,311,8,71,200,250,320.0,370.0,post_swap,swap_proximal,True,GCAMP3
72,312,8,72,200,250,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
73,313,8,73,200,250,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
74,314,8,74,200,250,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
75,315,8,75,200,250,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
76,316,8,76,200,250,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
77,317,8,77,200,250,320.0,370.0,post_swap,swap_proximal,True,GCAMP3
78,318,8,78,200,250,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
79,319,8,79,200,250,320.0,370.0,post_swap,swap_proximal,False,GCAMP3
0,320,10,0,200,250,80.0,130.0,pre_swap,swap_proximal,False,GCAMP3
2,322,10,2,200,250,80.0,130.0,pre_swap,swap_proximal,False,GCAMP3
3,323,10,3,200,250,80.0,130.0,pre_swap,swap_proximal,False,GCAMP3
4,324,10,4,200,250,80.0,130.0,pre_swap,swap_proximal,False,GCAMP3
5,325,10,5,200,250,80.0,130.0,pre_swap,swap_proximal,False,GCAMP3
6,326,10,6,200,250,80.0,130.0,pre_swap,swap_proximal,False,GCAMP3
7,327,10,7,200,250,80.0,130.0,pre_swap,swap_proximal,False,GCAMP3
8,328,10,8,200,250,80.0,130.0,pre_swap,swap_proximal,False,GCAMP3
9,329,10,9,200,250,80.0,130.0,pre_swap,swap_proximal,False,GCAMP3
10,330,10,10,200,250,80.0,130.0,pre_swap,swap_proximal,False,GCAMP3
11,331,10,11,200,250,80.0,130.0,pre_swap,swap_proximal,False,GCAMP3
12,332,10,12,200,250,80.0,130.0,pre_swap,swap_proximal,False,GCAMP3
13,333,10,13,200,250,80.0,130.0,pre_swap,swap_proximal,False,GCAMP3
14,334,10,14,200,250,80.0,130.0,pre_swap,swap_proximal,False,GCAMP3
15,335,10,15,200,250,80.0,130.0,pre_swap,swap_proximal,False,GCAMP3
16,336,10,16,200,250,80.0,130.0,pre_swap,swap_proximal,False,GCAMP3
17,337,10,17,200,250,80.0,130.0,pre_swap,swap_proximal,False,GCAMP3
18,338,10,18,200,250,80.0,130.0,pre_swap,swap_proximal,True,GCAMP3
19,339,10,19,200,250,80.0,130.0,pre_swap,swap_proximal,False,GCAMP3
20,340,10,20,200,250,80.0,130.0,pre_swap,swap_proximal,False,GCAMP3
